"previous_year_rating";"education = Below Secondary";"employee_id";"department";"region";"gender";"recruitment_channel";"no_of_trainings";"age";"length_of_service";"awards_won?";"avg_training_score";"confidence(No)";"confidence(Yes)";"prediction(is_promoted)"
3.0;0;64049;"Sales & Marketing";"region_7";"m";"other";1;35;10;0;47;0.988265645987586;0.011734354012413907;"No"
1.0;0;42230;"Analytics";"region_2";"m";"other";1;23;2;0;87;0.9603965491026771;0.03960345089732282;"No"
4.0;1;28649;"Technology";"region_5";"f";"other";1;22;1;1;83;0.4216981298673139;0.5783018701326861;"Yes"
3.0;0;38743;"Analytics";"region_32";"m";"sourcing";1;27;3;0;84;0.9897993564003229;0.0102006435996771;"No"
3.2046296296296295;1;44960;"HR";"region_7";"m";"other";1;26;1;0;52;0.9006151892131066;0.0993848107868934;"No"
1.0;0;67671;"Sales & Marketing";"region_21";"m";"sourcing";1;39;9;0;49;0.9999997842958188;2.1570418123545777E-7;"No"
2.0;0;2897;"Sales & Marketing";"region_2";"m";"sourcing";1;32;3;0;52;0.9822097661791214;0.017790233820878586;"No"
3.0;1;42148;"Technology";"region_22";"m";"other";1;26;4;0;80;0.8616997849367252;0.1383002150632749;"No"
4.0;1;11441;"Operations";"region_7";"m";"other";1;25;3;0;56;0.9741234006250127;0.025876599374987312;"No"
3.0;0;39929;"Sales & Marketing";"region_2";"m";"sourcing";2;24;2;0;49;0.9850950123981929;0.014904987601807104;"No"
1.0;0;55345;"Sales & Marketing";"region_2";"m";"sourcing";1;43;12;0;49;0.9955465171143442;0.004453482885655802;"No"
3.0;0;55746;"Sales & Marketing";"region_15";"m";"sourcing";1;20;2;0;52;0.9651881436980115;0.034811856301988436;"No"
3.2046296296296295;0;49820;"Sales & Marketing";"region_26";"m";"sourcing";1;24;1;0;43;0.9992704415073106;7.295584926894335E-4;"No"
1.0;0;20112;"Sales & Marketing";"region_23";"m";"other";1;34;2;0;49;0.9844346110519667;0.01556538894803327;"No"
3.0;0;11481;"Sales & Marketing";"region_16";"m";"other";1;29;4;0;46;0.9854503583120375;0.01454964168796249;"No"
1.0;0;72112;"Sales & Marketing";"region_22";"f";"other";1;28;5;0;52;0.9896573102665555;0.010342689733444549;"No"
3.0;0;21052;"Sales & Marketing";"region_16";"m";"sourcing";1;24;2;0;50;0.9587453913298898;0.04125460867011023;"No"
3.0;1;48229;"Finance";"region_22";"f";"sourcing";2;24;2;0;61;0.9854361557133109;0.014563844286689104;"No"
1.0;0;49391;"Sales & Marketing";"region_15";"m";"other";1;27;4;0;49;0.9949124425622982;0.005087557437701859;"No"
3.0;1;12219;"Operations";"region_2";"m";"other";2;24;5;0;59;0.9711013078771434;0.028898692122856555;"No"
3.0;1;23428;"Operations";"region_2";"f";"other";1;21;2;0;61;0.9579619986656747;0.04203800133432533;"No"
3.2046296296296295;1;49506;"Procurement";"region_2";"m";"sourcing";3;24;1;0;70;0.9774770456671974;0.02252295433280255;"No"
3.0;1;42035;"Procurement";"region_16";"f";"other";2;23;2;0;68;0.979715347495929;0.02028465250407093;"No"
5.0;1;45763;"Technology";"region_7";"m";"sourcing";2;24;2;1;78;0.5292392373427319;0.470760762657268;"No"
3.2046296296296295;1;65599;"Operations";"region_2";"f";"other";1;23;1;0;61;0.9520762850306399;0.047923714969360126;"No"
3.2046296296296295;0;22044;"Sales & Marketing";"region_16";"m";"other";1;21;1;0;48;0.964899917244169;0.03510008275583098;"No"
3.2046296296296295;0;47173;"Sales & Marketing";"region_2";"m";"other";2;21;1;0;52;0.9509284027770052;0.04907159722299486;"No"
4.0;1;51695;"Finance";"region_2";"f";"other";1;23;2;0;58;0.980505726710997;0.019494273289003036;"No"
3.0;0;17546;"Sales & Marketing";"region_15";"m";"sourcing";1;38;4;0;44;0.9980075771390532;0.0019924228609468145;"No"
5.0;0;46611;"Sales & Marketing";"region_2";"m";"sourcing";1;23;2;0;48;0.9548261233930837;0.04517387660691635;"No"
5.0;0;59184;"R&D";"region_22";"m";"sourcing";1;28;2;0;85;0.8357494946549582;0.16425050534504176;"No"
3.2046296296296295;1;56504;"Technology";"region_2";"m";"sourcing";1;25;1;0;81;0.8242173083800113;0.17578269161998875;"No"
5.0;0;34548;"Sales & Marketing";"region_7";"m";"other";1;26;3;0;46;0.9719517081028308;0.028048291897169165;"No"
5.0;1;64625;"HR";"region_2";"m";"sourcing";1;21;2;0;49;0.8767353688434703;0.12326463115652979;"No"
5.0;0;43733;"Sales & Marketing";"region_2";"m";"other";1;26;2;0;47;0.9627855583881268;0.03721444161187318;"No"
3.0;1;46845;"Technology";"region_5";"f";"other";1;24;1;0;77;0.968412488405856;0.03158751159414399;"No"
3.0;0;6646;"Sales & Marketing";"region_9";"m";"sourcing";1;33;5;0;47;0.9999996209956203;3.790043796497261E-7;"No"
3.2046296296296295;1;60967;"Procurement";"region_2";"m";"other";1;25;1;0;67;0.9798909412784053;0.020109058721594766;"No"
3.0;0;13990;"Sales & Marketing";"region_22";"f";"sourcing";1;27;4;0;49;0.9903220937365146;0.009677906263485393;"No"
4.0;1;72436;"Operations";"region_2";"f";"sourcing";1;25;3;0;55;0.9878065752612364;0.012193424738763578;"No"
2.0;1;57193;"HR";"region_7";"m";"other";1;24;2;0;62;0.49568330418535;0.50431669581465;"Yes"
5.0;1;4902;"Procurement";"region_2";"m";"other";8;26;3;0;71;0.9778471588479579;0.02215284115204208;"No"
3.0;0;67977;"Procurement";"region_2";"m";"sourcing";1;34;9;0;63;0.9979155556477711;0.002084444352228862;"No"
3.0;1;52494;"Procurement";"region_2";"m";"other";1;20;2;0;70;0.9524444759191704;0.04755552408082963;"No"
4.0;0;13429;"Sales & Marketing";"region_16";"f";"other";1;22;2;0;50;0.9454512781693281;0.054548721830671935;"No"
3.0;0;3450;"Sales & Marketing";"region_1";"m";"sourcing";1;33;3;0;50;0.9999993599776079;6.400223921331245E-7;"No"
4.0;0;141;"Sales & Marketing";"region_22";"m";"other";1;29;5;0;48;0.9772953672965776;0.022704632703422427;"No"
3.0;0;67933;"Operations";"region_2";"f";"sourcing";1;35;8;0;58;0.9941799340344494;0.005820065965550646;"No"
4.0;1;15994;"Legal";"region_2";"f";"other";1;27;2;0;54;0.9966544135760332;0.0033455864239667374;"No"
3.2046296296296295;1;54103;"Operations";"region_2";"m";"sourcing";2;25;1;0;59;0.9734367546659634;0.026563245334036645;"No"
2.0;0;66909;"Sales & Marketing";"region_7";"m";"other";1;28;5;0;53;0.9606783087953807;0.039321691204619286;"No"
3.0;0;40264;"Sales & Marketing";"region_2";"m";"other";1;34;7;0;48;0.985890635258094;0.014109364741906081;"No"
3.2046296296296295;1;7467;"Procurement";"region_2";"f";"other";1;20;1;0;69;0.9781578413134652;0.021842158686534812;"No"
1.0;0;21532;"Analytics";"region_2";"m";"sourcing";1;40;6;0;80;0.9971611871592508;0.0028388128407491955;"No"
1.0;0;22794;"Sales & Marketing";"region_2";"m";"sourcing";2;33;4;0;56;0.9753258212011485;0.02467417879885149;"No"
5.0;0;13311;"Sales & Marketing";"region_23";"m";"sourcing";2;30;6;0;50;0.8708560855946759;0.12914391440532416;"No"
3.2046296296296295;1;21287;"Technology";"region_2";"f";"sourcing";2;22;1;0;84;0.8126389397204353;0.18736106027956465;"No"
1.0;0;30423;"Sales & Marketing";"region_2";"f";"sourcing";1;46;14;0;53;0.9927993108834748;0.0072006891165251295;"No"
1.0;0;43974;"Technology";"region_2";"f";"other";1;48;11;0;80;0.9911433386126092;0.008856661387390823;"No"
3.2046296296296295;0;19247;"Sales & Marketing";"region_22";"m";"other";2;22;1;0;50;0.9760568816621075;0.023943118337892512;"No"
4.0;0;66433;"Sales & Marketing";"region_9";"m";"other";1;29;2;0;51;0.9999969832905473;3.0167094527133117E-6;"No"
3.0;0;51987;"Sales & Marketing";"region_2";"m";"other";1;28;5;0;52;0.9502357968158196;0.04976420318418041;"No"
4.0;0;19394;"Analytics";"region_22";"m";"sourcing";3;28;4;0;87;0.925888975529077;0.074111024470923;"No"
3.2046296296296295;1;37096;"Operations";"region_22";"m";"other";1;24;1;0;62;0.9181170963870595;0.08188290361294046;"No"
3.2046296296296295;1;38572;"Finance";"region_2";"m";"sourcing";1;24;1;0;54;0.9947689880110302;0.0052310119889698555;"No"
3.0;0;43727;"Sales & Marketing";"region_27";"m";"other";1;29;5;0;47;0.9877844933323106;0.01221550666768939;"No"
5.0;0;18005;"Sales & Marketing";"region_2";"m";"other";1;40;7;0;55;0.8165581736818123;0.18344182631818773;"No"
3.0;1;6664;"Technology";"region_2";"m";"sourcing";2;24;1;0;79;0.9293754483618037;0.07062455163819623;"No"
5.0;0;37670;"Analytics";"region_22";"m";"other";1;26;2;0;85;0.8506696691628113;0.14933033083718875;"No"
2.0;0;54213;"Sales & Marketing";"region_31";"m";"sourcing";1;32;3;0;47;0.9971521845694007;0.0028478154305992633;"No"
3.0;0;65972;"Sales & Marketing";"region_22";"m";"other";1;25;2;0;50;0.9708722993752607;0.02912770062473939;"No"
2.0;1;70863;"Operations";"region_26";"m";"other";1;25;3;0;55;0.998611492506264;0.001388507493735946;"No"
4.0;0;69490;"Operations";"region_8";"f";"other";1;31;5;0;57;0.9994694533020481;5.305466979519562E-4;"No"
3.0;0;43154;"Sales & Marketing";"region_26";"m";"other";1;31;2;0;50;0.9957653080124786;0.004234691987521325;"No"
3.0;0;517;"HR";"region_2";"f";"sourcing";1;33;4;0;50;0.9901302062108046;0.009869793789195402;"No"
1.0;0;68087;"Analytics";"region_2";"m";"sourcing";1;28;6;0;87;0.9671338268463611;0.03286617315363892;"No"
1.0;0;68779;"Sales & Marketing";"region_2";"m";"other";1;20;2;0;52;0.9779400148457991;0.022059985154200913;"No"
3.0;0;71104;"Sales & Marketing";"region_2";"m";"other";1;49;19;0;46;0.9929663948754531;0.007033605124546842;"No"
5.0;0;48590;"Procurement";"region_2";"f";"other";1;47;15;0;69;0.9835615878591856;0.016438412140814384;"No"
5.0;0;23015;"Analytics";"region_29";"m";"other";1;28;2;0;86;0.9999915545719643;8.445428035640079E-6;"No"
5.0;0;30342;"Procurement";"region_2";"m";"sourcing";1;33;6;0;71;0.953106255365515;0.046893744634485056;"No"
3.2046296296296295;0;72809;"Sales & Marketing";"region_22";"m";"sourcing";1;26;1;0;49;0.9800768648624456;0.01992313513755439;"No"
3.0;0;21759;"Sales & Marketing";"region_13";"m";"sourcing";1;39;8;0;53;0.9405335203195156;0.059466479680484345;"No"
5.0;0;31201;"Sales & Marketing";"region_23";"m";"sourcing";1;33;9;0;51;0.7946014519280751;0.20539854807192487;"No"
2.0;0;15399;"Sales & Marketing";"region_2";"m";"other";1;33;8;0;52;0.9759945941190166;0.024005405880983467;"No"
1.0;1;74329;"Legal";"region_2";"f";"sourcing";1;27;2;0;63;0.9925153023887346;0.007484697611265348;"No"
3.0;0;41396;"Sales & Marketing";"region_26";"m";"sourcing";1;31;7;0;51;0.9948158785393094;0.005184121460690542;"No"
5.0;0;26455;"Operations";"region_22";"m";"sourcing";1;26;2;0;61;0.939844768865097;0.06015523113490297;"No"
5.0;1;21333;"Operations";"region_7";"f";"other";1;26;3;0;63;0.8387668136249117;0.1612331863750883;"No"
3.2046296296296295;0;35830;"Sales & Marketing";"region_22";"m";"other";1;25;1;0;47;0.9869935005405532;0.013006499459446744;"No"
5.0;0;49031;"Sales & Marketing";"region_28";"m";"sourcing";1;33;4;0;51;0.8169781500665632;0.18302184993343681;"No"
2.0;0;51376;"Operations";"region_22";"m";"other";1;27;3;0;61;0.9844901056418782;0.015509894358121777;"No"
2.0;0;34632;"Sales & Marketing";"region_22";"m";"sourcing";1;22;2;0;48;0.9916425630211354;0.008357436978864622;"No"
1.0;0;56323;"Sales & Marketing";"region_1";"m";"sourcing";1;27;4;0;47;0.9999998630177946;1.3698220533093027E-7;"No"
5.0;1;9606;"Procurement";"region_2";"f";"sourcing";1;20;2;0;73;0.8665508240120819;0.13344917598791806;"No"
4.0;0;75991;"Sales & Marketing";"region_22";"m";"other";1;28;4;0;50;0.9519629239387869;0.04803707606121306;"No"
3.2046296296296295;1;17852;"Procurement";"region_2";"f";"sourcing";2;23;1;0;70;0.9829119150251243;0.017088084974875666;"No"
3.0;0;59555;"Operations";"region_22";"m";"other";1;25;2;0;60;0.978283338356603;0.021716661643396976;"No"
3.0;0;61861;"Technology";"region_2";"m";"sourcing";1;40;3;0;79;0.9692503830854683;0.030749616914531746;"No"
3.0;0;14517;"Sales & Marketing";"region_26";"m";"other";2;29;3;0;48;0.9980946559814494;0.0019053440185505574;"No"
3.0;0;38787;"Sales & Marketing";"region_29";"m";"sourcing";1;22;2;0;51;0.9999986223976945;1.3776023054281056E-6;"No"
1.0;0;4372;"Finance";"region_22";"m";"sourcing";1;29;2;0;58;0.9984422684164118;0.0015577315835881996;"No"
2.0;0;13126;"Operations";"region_15";"m";"other";1;42;4;0;55;0.998817908927679;0.001182091072321063;"No"
2.0;0;13677;"Sales & Marketing";"region_2";"m";"other";1;29;3;0;48;0.9917638972082646;0.008236102791735315;"No"
3.0;0;24567;"Operations";"region_2";"m";"other";1;30;9;0;60;0.9788619106478638;0.021138089352136184;"No"
3.0;0;74581;"HR";"region_2";"m";"other";1;30;2;0;52;0.9574671306533615;0.04253286934663849;"No"
4.0;0;16876;"Technology";"region_26";"m";"other";2;30;3;0;79;0.9891539739926948;0.010846026007305198;"No"
3.0;0;47417;"Operations";"region_31";"m";"other";1;28;6;0;60;0.987713995668089;0.01228600433191101;"No"
3.2046296296296295;1;45044;"HR";"region_2";"f";"other";1;24;1;0;52;0.9314993341814134;0.06850066581858665;"No"
3.2046296296296295;1;31172;"Technology";"region_2";"f";"sourcing";1;21;1;0;82;0.8444743268939414;0.15552567310605855;"No"
3.0;0;35336;"Technology";"region_2";"m";"sourcing";2;41;7;0;82;0.9479443008723428;0.05205569912765718;"No"
3.0;0;47969;"Sales & Marketing";"region_2";"m";"other";1;20;2;0;50;0.9645288523008713;0.03547114769912868;"No"
4.0;0;51469;"Sales & Marketing";"region_31";"m";"sourcing";1;23;2;0;51;0.9669006896330534;0.03309931036694654;"No"
3.0;0;28874;"Operations";"region_7";"m";"sourcing";1;31;5;0;61;0.9797572728950968;0.020242727104903113;"No"
4.0;0;71851;"Analytics";"region_22";"m";"other";1;27;3;0;84;0.922682443733282;0.077317556266718;"No"
5.0;0;39843;"Sales & Marketing";"region_11";"m";"other";1;36;8;0;49;0.9373516893515917;0.06264831064840824;"No"
3.2046296296296295;0;38693;"Sales & Marketing";"region_7";"m";"other";1;20;1;0;48;0.9782512561793966;0.021748743820603402;"No"
5.0;1;22719;"Procurement";"region_2";"m";"other";1;21;2;0;72;0.8125798093373123;0.1874201906626877;"No"
3.2046296296296295;1;3965;"Procurement";"region_2";"m";"sourcing";2;22;1;0;71;0.9640771764290983;0.03592282357090173;"No"
5.0;1;75353;"Technology";"region_2";"f";"other";1;22;2;0;79;0.774271618184956;0.22572838181504393;"No"
1.0;0;23302;"Sales & Marketing";"region_7";"m";"sourcing";1;39;9;0;48;0.9967359091617117;0.0032640908382882456;"No"
3.0;1;60251;"Technology";"region_27";"f";"other";1;24;3;0;79;0.9188931258860534;0.08110687411394654;"No"
3.0;0;833;"Operations";"region_15";"m";"sourcing";1;33;5;0;62;0.9843885457727183;0.01561145422728169;"No"
3.2046296296296295;1;26862;"Finance";"region_2";"m";"other";1;24;1;0;61;0.9595431470499227;0.040456852950077275;"No"
3.2046296296296295;0;38475;"Sales & Marketing";"region_7";"m";"other";1;24;1;0;49;0.9751930519708709;0.024806948029129052;"No"
4.0;0;36753;"Analytics";"region_28";"m";"other";2;34;7;0;82;0.9197306824629576;0.0802693175370423;"No"
5.0;0;10771;"Sales & Marketing";"region_22";"m";"other";1;27;2;0;50;0.9330029899264207;0.06699701007357925;"No"
3.0;0;30580;"Sales & Marketing";"region_2";"m";"other";1;32;5;0;45;0.9938060057460503;0.006193994253949677;"No"
3.0;0;32882;"Sales & Marketing";"region_29";"f";"sourcing";1;28;4;0;45;0.9999998649921333;1.3500786670149856E-7;"No"
3.0;0;29201;"Analytics";"region_7";"m";"sourcing";3;24;2;0;81;0.9894668219907177;0.010533178009282333;"No"
5.0;0;62087;"Sales & Marketing";"region_2";"m";"sourcing";1;34;4;0;52;0.9040710536862069;0.09592894631379306;"No"
3.2046296296296295;0;66214;"Sales & Marketing";"region_22";"m";"sourcing";1;23;1;0;50;0.9716335820822475;0.028366417917752573;"No"
3.0;0;38377;"Sales & Marketing";"region_15";"m";"other";1;30;3;0;49;0.9871003304956502;0.012899669504349828;"No"
4.0;0;60504;"Sales & Marketing";"region_13";"m";"sourcing";1;32;5;0;44;0.9879688825003233;0.012031117499676714;"No"
2.0;0;57421;"Analytics";"region_7";"m";"sourcing";1;24;2;0;85;0.9671933632476745;0.03280663675232558;"No"
2.0;1;13793;"Procurement";"region_7";"f";"sourcing";1;25;2;0;72;0.9815088737131614;0.018491126286838615;"No"
5.0;0;32813;"Sales & Marketing";"region_2";"f";"other";1;56;6;0;46;0.9933461553502451;0.006653844649754973;"No"
3.0;0;40892;"Sales & Marketing";"region_28";"m";"sourcing";2;34;8;0;50;0.9567115182039494;0.04328848179605061;"No"
1.0;1;45386;"HR";"region_2";"m";"other";1;21;2;0;48;0.9866326677806873;0.013367332219312774;"No"
3.2046296296296295;1;44826;"HR";"region_2";"f";"other";1;22;1;0;52;0.926932606188304;0.07306739381169602;"No"
5.0;0;26604;"HR";"region_2";"m";"other";1;34;9;0;55;0.785441816708667;0.21455818329133308;"No"
4.0;1;14392;"Technology";"region_2";"m";"sourcing";1;23;2;0;79;0.8434313924172432;0.15656860758275676;"No"
3.2046296296296295;1;19157;"Legal";"region_2";"m";"other";1;24;1;0;57;0.9912165536632214;0.00878344633677866;"No"
5.0;0;10103;"Analytics";"region_2";"m";"sourcing";1;32;6;0;86;0.8537400206975722;0.14625997930242782;"No"
3.2046296296296295;1;64099;"Operations";"region_2";"m";"sourcing";1;24;1;0;61;0.9384197923898694;0.06158020761013062;"No"
3.0;0;27306;"Sales & Marketing";"region_2";"m";"sourcing";1;27;2;0;47;0.9902357331027579;0.009764266897242052;"No"
3.0;0;27387;"Sales & Marketing";"region_2";"m";"other";1;26;2;0;47;0.9878406469157051;0.012159353084294985;"No"
3.2046296296296295;1;27007;"Technology";"region_27";"f";"sourcing";2;23;1;0;79;0.9464055522418044;0.05359444775819555;"No"
3.2046296296296295;1;66991;"Procurement";"region_2";"m";"other";1;25;1;0;70;0.9544778520016305;0.04552214799836946;"No"
2.0;0;5957;"Sales & Marketing";"region_27";"m";"sourcing";2;24;1;0;49;0.9923661963234458;0.007633803676554221;"No"
5.0;0;4622;"Sales & Marketing";"region_2";"m";"other";1;42;4;0;51;0.9412716466054074;0.05872835339459255;"No"
3.0;1;74344;"Technology";"region_2";"m";"referred";1;25;2;0;85;0.8302976006081954;0.16970239939180465;"No"
3.2046296296296295;0;61065;"Sales & Marketing";"region_2";"f";"other";1;20;1;0;43;0.9963033480070363;0.0036966519929636384;"No"
4.0;0;64067;"Analytics";"region_2";"m";"other";1;36;6;0;89;0.7839221444633294;0.2160778555366706;"No"
4.0;0;27739;"Sales & Marketing";"region_22";"m";"sourcing";1;27;4;0;48;0.9786437003225494;0.021356299677450608;"No"
3.0;1;5122;"Technology";"region_16";"m";"other";1;24;1;0;79;0.8280768207983453;0.17192317920165467;"No"
3.2046296296296295;0;15555;"Analytics";"region_2";"m";"other";1;28;1;0;85;0.9428290055457901;0.05717099445420991;"No"
3.0;0;33125;"Analytics";"region_22";"m";"other";1;28;6;0;82;0.9747143761775527;0.025285623822447242;"No"
1.0;0;70928;"Technology";"region_31";"f";"other";1;27;2;0;83;0.9803320591019259;0.01966794089807412;"No"
3.0;0;60888;"Procurement";"region_2";"f";"sourcing";1;47;19;0;67;0.9969731141149119;0.0030268858850880974;"No"
3.0;0;55026;"Operations";"region_32";"m";"sourcing";1;27;4;0;58;0.9971199126170761;0.0028800873829238393;"No"
3.0;0;48698;"Sales & Marketing";"region_2";"m";"other";1;27;5;0;52;0.949002869798087;0.05099713020191295;"No"
3.0;0;31479;"Operations";"region_15";"f";"other";1;33;6;0;64;0.9778474741671889;0.02215252583281108;"No"
3.0;1;13840;"Technology";"region_2";"f";"sourcing";1;23;2;0;80;0.9205749943309695;0.07942500566903052;"No"
3.2046296296296295;0;55194;"Analytics";"region_22";"m";"other";1;25;1;0;82;0.9704469311897854;0.029553068810214602;"No"
3.0;1;57703;"Finance";"region_2";"m";"other";1;22;2;0;62;0.9438728163799623;0.056127183620037664;"No"
1.0;0;43030;"Finance";"region_2";"m";"other";3;38;7;0;63;0.9956533473008992;0.004346652699100894;"No"
4.0;1;72217;"Technology";"region_2";"m";"sourcing";1;23;2;0;78;0.8577340627692821;0.1422659372307179;"No"
4.0;0;77971;"Operations";"region_2";"f";"other";1;30;6;0;59;0.981544704926347;0.01845529507365296;"No"
3.2046296296296295;0;56110;"Sales & Marketing";"region_27";"m";"other";1;27;1;0;54;0.9123556224540934;0.08764437754590662;"No"
3.2046296296296295;0;77707;"Sales & Marketing";"region_7";"m";"sourcing";1;26;1;0;50;0.9718644714839041;0.02813552851609593;"No"
3.2046296296296295;0;17437;"Operations";"region_32";"m";"sourcing";1;30;1;0;56;0.9985974982618818;0.0014025017381181738;"No"
1.0;0;50801;"Procurement";"region_2";"f";"sourcing";1;31;6;0;69;0.9978119153873461;0.002188084612653876;"No"
4.0;0;50170;"Procurement";"region_15";"f";"sourcing";1;53;7;0;69;0.9964225545093149;0.003577445490685093;"No"
2.0;1;32488;"Procurement";"region_22";"m";"other";2;20;2;0;69;0.985521861669526;0.014478138330473941;"No"
3.2046296296296295;0;18140;"Sales & Marketing";"region_28";"m";"other";1;29;1;0;49;0.9460727212766202;0.053927278723379796;"No"
3.0;0;49676;"Sales & Marketing";"region_7";"m";"other";2;28;5;0;53;0.9506699164406238;0.04933008355937624;"No"
1.0;0;15034;"Analytics";"region_28";"m";"other";1;31;6;0;84;0.9627352739037718;0.03726472609622822;"No"
1.0;0;32499;"Sales & Marketing";"region_7";"m";"other";1;35;7;0;44;0.9985262079207976;0.001473792079202446;"No"
3.0;0;74867;"Analytics";"region_31";"m";"other";1;31;2;0;85;0.9690485503972266;0.030951449602773396;"No"
3.2046296296296295;1;55751;"Procurement";"region_7";"m";"other";3;23;1;0;67;0.987536640087969;0.012463359912030961;"No"
3.0;0;24523;"HR";"region_2";"f";"sourcing";1;32;7;0;50;0.9882740671703856;0.011725932829614387;"No"
2.0;0;16987;"Sales & Marketing";"region_31";"m";"other";1;26;3;0;54;0.9743772546428925;0.025622745357107547;"No"
2.0;0;14340;"Procurement";"region_2";"f";"sourcing";1;41;5;0;66;0.9989694346851744;0.001030565314825648;"No"
3.0;0;65336;"Operations";"region_22";"m";"other";1;26;4;0;66;0.8934122770013002;0.10658772299869979;"No"
3.0;0;23074;"Sales & Marketing";"region_2";"f";"sourcing";1;37;9;0;50;0.9887836540673596;0.011216345932640386;"No"
5.0;1;9282;"Procurement";"region_26";"f";"other";1;23;1;0;71;0.9840683222894681;0.015931677710531982;"No"
5.0;0;38667;"HR";"region_2";"f";"sourcing";1;24;2;0;49;0.9680318050025325;0.03196819499746748;"No"
5.0;0;74591;"Sales & Marketing";"region_7";"m";"sourcing";3;25;3;0;66;0.1981190905886966;0.8018809094113034;"Yes"
3.0;0;45671;"Sales & Marketing";"region_2";"f";"sourcing";1;54;23;0;51;0.9878909771053468;0.012109022894653229;"No"
5.0;0;22450;"Sales & Marketing";"region_2";"m";"other";1;32;6;0;50;0.9309584372888894;0.06904156271111057;"No"
3.0;1;41754;"Procurement";"region_2";"f";"sourcing";1;20;2;0;71;0.9686115642292138;0.03138843577078619;"No"
3.0;0;43781;"Sales & Marketing";"region_22";"m";"other";1;27;2;0;47;0.9886307027051249;0.01136929729487518;"No"
5.0;1;37282;"Procurement";"region_2";"m";"sourcing";1;22;2;0;68;0.9398683414658603;0.06013165853413968;"No"
5.0;0;25631;"Procurement";"region_2";"f";"other";1;31;8;0;69;0.9773051431818239;0.02269485681817612;"No"
3.0;0;38268;"Sales & Marketing";"region_31";"m";"sourcing";1;23;2;0;45;0.9963652380921976;0.0036347619078024233;"No"
3.2046296296296295;1;69749;"Technology";"region_26";"m";"sourcing";1;24;1;0;76;0.9901310350747298;0.00986896492527023;"No"
3.0;0;58118;"Analytics";"region_28";"m";"other";2;34;6;0;84;0.9168745238322339;0.08312547616776615;"No"
3.2046296296296295;0;34238;"Sales & Marketing";"region_2";"m";"other";2;24;1;0;49;0.9807730113189942;0.019226988681005763;"No"
3.2046296296296295;1;77794;"Operations";"region_25";"m";"sourcing";1;24;1;0;60;0.9503583663616025;0.04964163363839751;"No"
2.0;0;37595;"Analytics";"region_29";"m";"sourcing";1;28;3;0;87;0.9999981033772511;1.8966227488749227E-6;"No"
3.2046296296296295;0;66788;"Sales & Marketing";"region_15";"m";"other";1;26;1;0;49;0.9829225637062138;0.01707743629378622;"No"
3.0;0;41089;"Analytics";"region_22";"m";"other";2;27;2;0;81;0.9856377665886086;0.014362233411391409;"No"
3.0;0;18254;"Sales & Marketing";"region_16";"f";"other";1;22;2;0;51;0.9574120626357022;0.04258793736429775;"No"
2.0;0;38158;"Sales & Marketing";"region_3";"m";"sourcing";1;24;2;0;49;0.9999992271311646;7.728688353395574E-7;"No"
5.0;0;46702;"Sales & Marketing";"region_2";"f";"sourcing";1;30;7;0;53;0.9080823121346815;0.09191768786531851;"No"
3.0;1;8275;"Procurement";"region_2";"f";"sourcing";1;24;2;1;67;0.9625854178570626;0.037414582142937323;"No"
3.2046296296296295;0;1206;"Analytics";"region_9";"m";"other";1;28;1;0;82;0.9999988072839759;1.1927160241097373E-6;"No"
2.0;0;5383;"Sales & Marketing";"region_15";"m";"sourcing";2;33;5;0;51;0.992868000252392;0.007131999747608031;"No"
3.2046296296296295;0;71656;"Sales & Marketing";"region_13";"m";"other";1;22;1;0;46;0.9785673210302961;0.021432678969703956;"No"
3.2046296296296295;0;8985;"Analytics";"region_22";"m";"other";1;28;1;0;86;0.9324536709665682;0.06754632903343186;"No"
3.0;0;73339;"Sales & Marketing";"region_2";"m";"sourcing";1;26;3;0;51;0.9654072674961709;0.03459273250382909;"No"
3.0;0;14549;"Sales & Marketing";"region_22";"m";"sourcing";1;28;4;0;50;0.9800667662471115;0.019933233752888486;"No"
3.2046296296296295;1;44199;"Technology";"region_16";"m";"other";1;23;1;0;83;0.5530066514749359;0.44699334852506406;"No"
1.0;0;63868;"Sales & Marketing";"region_27";"m";"other";1;38;3;0;48;0.9960175413803734;0.0039824586196266646;"No"
5.0;0;58328;"Sales & Marketing";"region_2";"m";"other";1;37;6;0;51;0.9168421086826253;0.08315789131737472;"No"
2.0;0;21910;"Operations";"region_15";"m";"sourcing";1;30;6;0;58;0.9963399986806973;0.003660001319302692;"No"
3.0;0;45417;"Sales & Marketing";"region_2";"f";"sourcing";1;25;2;0;47;0.9932343624588785;0.006765637541121513;"No"
5.0;1;5915;"HR";"region_22";"m";"other";1;25;2;0;52;0.7914316299887606;0.20856837001123937;"No"
4.0;0;55775;"Analytics";"region_32";"m";"sourcing";1;28;3;0;88;0.9483975460809276;0.05160245391907236;"No"
3.0;0;24385;"Sales & Marketing";"region_7";"m";"sourcing";1;29;8;0;48;0.986529821331865;0.013470178668135017;"No"
1.0;0;10144;"Analytics";"region_9";"m";"other";1;27;2;0;85;0.9999991166140676;8.833859323956059E-7;"No"
4.0;0;74031;"Sales & Marketing";"region_12";"m";"other";1;39;7;0;47;0.999999530169298;4.6983070204798317E-7;"No"
3.0;0;52461;"Sales & Marketing";"region_12";"m";"other";1;24;3;0;48;0.999999483005257;5.169947430085813E-7;"No"
