"previous_year_rating";"education = Below Secondary";"employee_id";"department";"region";"gender";"recruitment_channel";"no_of_trainings";"age";"length_of_service";"awards_won?";"avg_training_score";"is_promoted"
3.0;1;59162;"HR";"region_2";"f";"sourcing";1;20;2;0;89;"Yes"
3.1974214343271554;0;30240;"Sales & Marketing";"region_2";"m";"other";1;23;1;0;47;"Yes"
1.0;0;17821;"Sales & Marketing";"region_2";"f";"other";1;47;16;0;44;"No"
3.0;0;69954;"Operations";"region_15";"m";"other";1;39;10;0;65;"No"
3.0;0;5468;"Sales & Marketing";"region_9";"m";"other";1;28;4;0;50;"No"
4.0;0;3260;"Analytics";"region_2";"m";"other";1;37;5;0;87;"No"
4.0;0;17789;"Sales & Marketing";"region_2";"m";"other";1;36;9;0;50;"No"
3.0;1;62328;"Technology";"region_2";"m";"sourcing";3;25;2;0;81;"No"
1.0;0;63830;"Sales & Marketing";"region_7";"m";"other";1;27;4;0;49;"No"
1.0;0;11644;"Sales & Marketing";"region_27";"m";"other";1;26;2;0;51;"No"
4.0;0;51475;"Technology";"region_2";"f";"sourcing";1;45;6;0;79;"No"
3.1974214343271554;0;44473;"Analytics";"region_9";"m";"other";1;28;1;0;83;"No"
3.1974214343271554;1;65228;"Technology";"region_2";"f";"referred";1;23;1;0;79;"No"
1.0;0;1063;"Sales & Marketing";"region_9";"m";"sourcing";1;31;2;0;50;"No"
3.1974214343271554;0;56648;"Sales & Marketing";"region_7";"m";"sourcing";1;25;1;0;48;"No"
3.0;1;14402;"HR";"region_2";"f";"other";1;20;1;0;51;"No"
2.0;0;69394;"Sales & Marketing";"region_30";"m";"other";1;32;5;0;52;"No"
3.0;0;27595;"Analytics";"region_22";"m";"sourcing";1;25;2;0;85;"No"
1.0;0;55152;"Analytics";"region_2";"m";"other";1;32;6;0;82;"No"
4.0;1;13067;"Technology";"region_16";"m";"sourcing";2;24;3;0;81;"Yes"
5.0;0;54009;"Analytics";"region_7";"m";"sourcing";1;26;3;0;89;"No"
3.0;0;16412;"Procurement";"region_17";"f";"other";1;31;3;0;70;"Yes"
3.1974214343271554;1;38725;"HR";"region_2";"m";"sourcing";1;23;1;0;50;"No"
4.0;0;41353;"Technology";"region_22";"m";"other";1;29;2;0;76;"No"
3.0;0;41896;"Sales & Marketing";"region_32";"m";"other";2;29;7;0;50;"No"
3.0;0;49937;"Sales & Marketing";"region_22";"f";"sourcing";1;29;3;0;46;"No"
3.0;0;18951;"R&D";"region_22";"m";"other";1;27;4;0;80;"No"
3.1974214343271554;1;62343;"Procurement";"region_2";"m";"sourcing";4;23;1;0;72;"No"
3.0;0;33353;"Sales & Marketing";"region_2";"m";"other";1;30;4;0;53;"No"
3.0;0;72680;"Analytics";"region_7";"m";"other";2;29;5;0;88;"No"
3.0;1;63863;"HR";"region_7";"f";"sourcing";1;25;3;0;49;"No"
4.0;0;7222;"Technology";"region_2";"f";"sourcing";1;31;5;0;79;"No"
3.0;0;69216;"Technology";"region_2";"m";"other";1;51;8;0;84;"No"
5.0;0;42551;"Sales & Marketing";"region_2";"m";"other";1;40;14;0;55;"No"
3.0;0;9280;"Sales & Marketing";"region_2";"m";"other";2;24;1;0;65;"Yes"
1.0;0;64820;"Sales & Marketing";"region_25";"m";"other";1;24;2;0;47;"No"
3.1974214343271554;1;61943;"Procurement";"region_2";"f";"other";2;24;1;0;70;"No"
1.0;0;32029;"Operations";"region_15";"m";"sourcing";1;37;4;0;62;"No"
3.1974214343271554;0;15508;"Analytics";"region_15";"m";"other";1;29;1;0;85;"No"
3.1974214343271554;0;50495;"Analytics";"region_22";"m";"other";1;25;1;0;80;"No"
5.0;1;66162;"Legal";"region_2";"m";"other";1;28;2;0;59;"No"
3.1974214343271554;0;8192;"Sales & Marketing";"region_2";"m";"other";1;23;1;0;50;"No"
4.0;0;19884;"Sales & Marketing";"region_2";"f";"other";1;35;9;0;50;"No"
5.0;0;43693;"Sales & Marketing";"region_13";"m";"other";1;26;3;0;49;"No"
3.0;1;52213;"Finance";"region_7";"m";"other";1;26;2;0;55;"No"
3.1974214343271554;1;68109;"HR";"region_2";"m";"sourcing";1;22;1;0;48;"No"
3.0;1;468;"Operations";"region_2";"m";"other";1;24;2;0;60;"No"
3.0;0;52809;"Sales & Marketing";"region_10";"m";"sourcing";1;33;9;0;50;"No"
4.0;0;66413;"Sales & Marketing";"region_25";"m";"other";1;30;3;0;49;"No"
3.0;0;62578;"Analytics";"region_26";"m";"sourcing";1;32;5;0;81;"No"
3.1974214343271554;0;2664;"Sales & Marketing";"region_22";"m";"other";2;26;1;0;50;"No"
5.0;0;144;"Sales & Marketing";"region_2";"m";"other";1;29;3;0;54;"No"
5.0;0;36733;"Legal";"region_22";"m";"sourcing";1;33;3;0;56;"No"
3.1974214343271554;1;46332;"Procurement";"region_2";"f";"other";1;25;1;0;72;"No"
3.1974214343271554;0;48904;"Analytics";"region_31";"m";"other";2;27;1;0;83;"No"
3.1974214343271554;1;40171;"Operations";"region_2";"f";"other";1;24;1;0;59;"No"
5.0;0;48620;"Operations";"region_31";"m";"other";1;30;6;0;57;"No"
5.0;0;13653;"Sales & Marketing";"region_15";"m";"sourcing";1;39;7;0;51;"No"
3.1974214343271554;0;72952;"Analytics";"region_32";"m";"other";1;29;1;0;81;"No"
3.1974214343271554;1;6864;"HR";"region_2";"m";"sourcing";1;20;1;0;47;"No"
4.0;0;41310;"Operations";"region_15";"m";"other";1;31;4;0;59;"No"
3.1974214343271554;1;41787;"HR";"region_22";"m";"sourcing";1;24;1;0;51;"No"
1.0;0;48568;"Sales & Marketing";"region_15";"m";"sourcing";4;27;5;1;53;"No"
3.0;0;24488;"Operations";"region_23";"m";"other";1;29;2;0;60;"No"
3.0;0;46383;"Sales & Marketing";"region_2";"m";"sourcing";1;32;7;0;48;"No"
3.0;0;25927;"Analytics";"region_2";"m";"sourcing";1;24;2;0;86;"No"
5.0;1;291;"Operations";"region_22";"m";"sourcing";1;26;4;0;64;"No"
5.0;0;59188;"Sales & Marketing";"region_22";"m";"other";1;22;2;0;48;"No"
3.1974214343271554;0;37509;"Sales & Marketing";"region_13";"m";"sourcing";1;22;1;0;48;"No"
5.0;0;57759;"Analytics";"region_22";"m";"sourcing";1;31;5;0;87;"No"
5.0;0;37499;"Sales & Marketing";"region_7";"m";"other";1;25;2;0;52;"No"
5.0;0;45201;"Operations";"region_31";"m";"sourcing";1;30;5;0;59;"No"
3.1974214343271554;1;13105;"Technology";"region_16";"f";"referred";1;23;1;0;77;"No"
3.0;0;69560;"Procurement";"region_2";"m";"sourcing";1;35;4;0;73;"No"
3.1974214343271554;1;16002;"Operations";"region_2";"m";"other";1;26;1;0;63;"No"
3.0;0;70219;"Finance";"region_2";"m";"other";1;39;7;0;57;"No"
4.0;0;71384;"Procurement";"region_2";"m";"sourcing";1;32;6;0;68;"No"
5.0;0;16057;"Analytics";"region_26";"m";"sourcing";1;31;3;0;86;"No"
1.0;0;28917;"Operations";"region_2";"m";"other";1;39;5;0;56;"No"
3.0;0;37773;"Operations";"region_7";"m";"sourcing";1;29;3;0;58;"No"
2.0;0;12250;"Sales & Marketing";"region_7";"m";"sourcing";1;28;5;0;53;"No"
1.0;0;15358;"Analytics";"region_32";"f";"other";1;28;2;0;83;"No"
1.0;0;59706;"Sales & Marketing";"region_31";"m";"sourcing";1;23;2;0;47;"No"
5.0;1;33899;"Finance";"region_7";"m";"sourcing";1;26;2;0;58;"No"
1.0;0;17292;"Sales & Marketing";"region_22";"m";"other";1;27;3;0;46;"No"
3.0;0;9904;"Analytics";"region_2";"m";"sourcing";1;26;2;0;84;"No"
1.0;1;60970;"Technology";"region_2";"f";"sourcing";1;24;2;0;78;"No"
3.0;0;14533;"Analytics";"region_22";"f";"other";1;28;4;0;83;"No"
3.1974214343271554;0;13759;"Sales & Marketing";"region_22";"m";"other";3;28;1;0;51;"No"
5.0;1;47906;"Procurement";"region_2";"m";"sourcing";1;21;2;0;63;"No"
3.1974214343271554;0;30692;"Sales & Marketing";"region_14";"m";"sourcing";1;22;1;0;63;"Yes"
1.0;0;52117;"Analytics";"region_2";"m";"other";2;31;7;0;82;"No"
3.1974214343271554;0;62491;"Sales & Marketing";"region_7";"m";"other";1;23;1;0;50;"No"
1.0;0;35143;"Sales & Marketing";"region_26";"m";"other";2;24;2;0;50;"No"
3.1974214343271554;0;51758;"Analytics";"region_27";"m";"sourcing";1;28;1;0;86;"No"
4.0;0;58944;"Sales & Marketing";"region_28";"m";"other";1;30;4;0;54;"No"
2.0;0;56363;"Sales & Marketing";"region_2";"m";"other";2;32;4;0;45;"No"
3.0;0;11096;"Finance";"region_2";"m";"other";1;27;5;0;59;"No"
1.0;0;59765;"Sales & Marketing";"region_7";"m";"sourcing";1;36;4;0;49;"No"
1.0;0;23327;"Sales & Marketing";"region_27";"m";"other";1;36;4;0;52;"No"
3.1974214343271554;0;13132;"Analytics";"region_22";"m";"sourcing";2;22;1;0;83;"No"
3.0;0;38760;"Sales & Marketing";"region_7";"m";"sourcing";1;37;5;0;55;"No"
3.0;0;33204;"Sales & Marketing";"region_26";"m";"other";1;29;3;0;51;"No"
1.0;0;35110;"Technology";"region_22";"m";"other";1;29;4;0;78;"No"
3.0;0;52339;"Sales & Marketing";"region_27";"m";"sourcing";4;29;3;0;53;"No"
3.0;0;77203;"Sales & Marketing";"region_6";"m";"sourcing";1;27;2;0;48;"No"
3.1974214343271554;1;13832;"Procurement";"region_2";"m";"other";2;23;1;0;69;"No"
5.0;0;42395;"Sales & Marketing";"region_28";"m";"sourcing";1;29;5;0;47;"No"
5.0;0;9938;"Sales & Marketing";"region_16";"m";"other";1;24;2;0;48;"Yes"
3.0;0;53421;"Sales & Marketing";"region_2";"f";"other";1;60;8;0;51;"No"
5.0;1;22633;"Legal";"region_2";"m";"sourcing";1;24;2;0;56;"No"
3.0;0;19660;"Analytics";"region_15";"m";"other";1;29;2;0;89;"No"
3.0;0;1061;"Sales & Marketing";"region_2";"m";"other";1;50;21;0;51;"No"
4.0;1;67731;"Operations";"region_7";"m";"sourcing";1;23;1;0;59;"No"
2.0;0;35500;"Sales & Marketing";"region_23";"m";"sourcing";1;31;1;0;47;"No"
1.0;0;36963;"Analytics";"region_22";"m";"sourcing";1;29;6;0;84;"No"
1.0;0;61010;"Analytics";"region_2";"m";"sourcing";1;32;6;0;83;"No"
3.0;0;48022;"Technology";"region_2";"m";"sourcing";2;28;4;0;81;"No"
3.0;1;65046;"Operations";"region_2";"m";"sourcing";1;25;2;0;55;"No"
3.0;0;67132;"Sales & Marketing";"region_22";"m";"other";1;30;6;0;50;"Yes"
3.1974214343271554;0;46088;"Sales & Marketing";"region_2";"m";"other";2;23;1;0;51;"No"
4.0;0;61981;"Sales & Marketing";"region_22";"m";"other";1;26;1;0;51;"No"
5.0;0;42778;"Analytics";"region_31";"m";"other";1;29;2;0;84;"No"
3.1974214343271554;1;43701;"Technology";"region_2";"m";"other";1;21;1;0;77;"No"
4.0;0;58424;"Sales & Marketing";"region_27";"m";"other";1;32;4;0;53;"No"
3.1974214343271554;1;41242;"HR";"region_2";"f";"other";1;21;1;0;53;"No"
3.0;0;75280;"Operations";"region_2";"m";"other";1;36;9;0;61;"No"
3.0;0;2566;"Sales & Marketing";"region_2";"f";"other";1;21;2;0;51;"No"
2.0;0;3493;"Sales & Marketing";"region_26";"m";"sourcing";1;40;9;0;50;"No"
5.0;0;53268;"Analytics";"region_22";"m";"sourcing";2;28;2;0;86;"No"
4.0;0;13424;"Sales & Marketing";"region_7";"m";"other";1;34;7;0;47;"No"
5.0;0;38472;"Analytics";"region_2";"m";"other";1;36;7;0;90;"No"
3.0;0;29967;"Sales & Marketing";"region_2";"m";"other";1;51;19;0;50;"No"
3.0;0;71151;"Analytics";"region_22";"f";"sourcing";1;29;5;0;82;"No"
1.0;0;19458;"Sales & Marketing";"region_2";"m";"sourcing";1;37;3;0;46;"No"
2.0;0;39314;"Sales & Marketing";"region_2";"m";"other";2;44;11;0;49;"No"
1.0;0;4104;"Sales & Marketing";"region_28";"m";"other";1;29;3;0;49;"No"
3.1974214343271554;0;39028;"Sales & Marketing";"region_2";"f";"other";1;25;1;0;45;"No"
1.0;0;78000;"Sales & Marketing";"region_31";"m";"other";1;26;3;0;48;"No"
3.1974214343271554;1;60821;"Technology";"region_7";"m";"other";1;25;1;0;80;"No"
3.1974214343271554;0;61945;"Sales & Marketing";"region_27";"m";"other";1;26;1;0;48;"No"
5.0;0;36180;"Sales & Marketing";"region_2";"m";"other";1;31;3;1;53;"No"
1.0;0;48048;"Sales & Marketing";"region_14";"m";"other";1;23;2;0;53;"No"
3.0;0;49519;"Sales & Marketing";"region_22";"m";"other";3;24;1;0;46;"No"
5.0;0;30615;"Technology";"region_2";"m";"other";1;40;12;0;80;"Yes"
1.0;0;68051;"Sales & Marketing";"region_7";"m";"sourcing";1;47;17;0;52;"No"
2.0;0;21747;"Sales & Marketing";"region_2";"f";"other";1;47;7;0;51;"No"
3.1974214343271554;0;30965;"Sales & Marketing";"region_27";"m";"other";1;24;1;0;51;"No"
3.0;0;71543;"Sales & Marketing";"region_15";"m";"sourcing";1;40;4;1;50;"No"
4.0;0;65485;"Operations";"region_11";"f";"other";1;30;5;0;53;"No"
3.0;0;9733;"Sales & Marketing";"region_22";"m";"other";1;20;2;0;52;"No"
5.0;0;56771;"Finance";"region_2";"m";"sourcing";1;38;4;0;60;"No"
4.0;0;75509;"Sales & Marketing";"region_28";"m";"other";1;36;3;0;47;"No"
4.0;0;18664;"R&D";"region_2";"m";"other";1;24;2;0;81;"No"
3.0;1;40624;"HR";"region_2";"m";"sourcing";1;22;2;0;47;"Yes"
3.1974214343271554;0;63201;"Analytics";"region_2";"m";"other";1;29;1;0;85;"No"
3.1974214343271554;1;49057;"Technology";"region_5";"f";"other";2;22;1;0;79;"No"
1.0;0;56688;"Operations";"region_2";"f";"other";1;33;10;0;60;"No"
2.0;0;72556;"Sales & Marketing";"region_16";"m";"sourcing";1;33;6;0;46;"No"
3.0;0;23377;"Operations";"region_15";"m";"sourcing";1;39;11;0;64;"Yes"
5.0;0;60211;"Sales & Marketing";"region_13";"m";"sourcing";1;22;2;0;51;"No"
3.1974214343271554;0;35862;"Sales & Marketing";"region_2";"m";"other";1;41;1;0;48;"No"
2.0;1;56312;"Procurement";"region_7";"m";"other";1;23;2;0;72;"No"
1.0;0;19972;"Sales & Marketing";"region_2";"f";"other";2;21;2;0;46;"No"
3.0;0;78030;"Sales & Marketing";"region_15";"m";"sourcing";1;32;7;0;45;"No"
2.0;0;65185;"Operations";"region_15";"m";"other";1;40;5;0;60;"No"
3.1974214343271554;1;66906;"Finance";"region_2";"f";"other";1;23;1;0;57;"No"
4.0;1;31251;"HR";"region_2";"f";"sourcing";1;23;2;0;48;"No"
1.0;0;15331;"Sales & Marketing";"region_15";"m";"sourcing";1;44;4;0;50;"No"
3.0;0;54254;"Procurement";"region_2";"m";"other";1;42;2;0;70;"No"
5.0;1;63480;"Finance";"region_2";"m";"sourcing";3;25;3;0;61;"No"
3.0;1;22800;"Finance";"region_22";"m";"sourcing";1;23;2;0;55;"No"
4.0;0;63697;"Technology";"region_2";"f";"sourcing";1;55;4;0;78;"No"
3.1974214343271554;0;77381;"Sales & Marketing";"region_2";"m";"other";1;24;1;0;49;"No"
3.1974214343271554;0;15056;"Sales & Marketing";"region_2";"m";"other";1;25;1;0;48;"No"
3.1974214343271554;0;5224;"Sales & Marketing";"region_13";"m";"sourcing";1;23;1;0;49;"No"
5.0;0;18318;"Analytics";"region_22";"m";"sourcing";1;25;2;0;80;"No"
5.0;0;40465;"Sales & Marketing";"region_13";"m";"other";1;39;7;0;51;"No"
4.0;0;2399;"Procurement";"region_2";"f";"sourcing";2;41;13;0;72;"No"
4.0;0;48338;"Sales & Marketing";"region_7";"m";"sourcing";1;30;6;0;53;"No"
3.0;1;34886;"Technology";"region_2";"f";"referred";1;22;2;0;80;"No"
2.0;0;69790;"Sales & Marketing";"region_7";"m";"other";2;26;3;0;51;"No"
4.0;0;9043;"Analytics";"region_22";"m";"other";1;24;2;0;85;"No"
3.0;1;65284;"Finance";"region_2";"m";"other";2;25;2;0;61;"No"
3.1974214343271554;1;56156;"HR";"region_2";"m";"other";1;22;1;0;51;"No"
5.0;0;48179;"Analytics";"region_22";"m";"sourcing";1;33;7;0;88;"No"
4.0;0;75272;"Sales & Marketing";"region_15";"m";"sourcing";1;29;2;0;47;"No"
1.0;0;27398;"Sales & Marketing";"region_7";"m";"other";1;36;9;0;56;"No"
3.1974214343271554;0;60511;"Sales & Marketing";"region_22";"m";"other";1;23;1;0;42;"No"
3.1974214343271554;0;62462;"Sales & Marketing";"region_2";"m";"other";2;21;1;0;45;"No"
2.0;0;51110;"Sales & Marketing";"region_23";"m";"other";1;33;8;0;49;"No"
3.1974214343271554;1;47843;"Operations";"region_22";"m";"sourcing";1;23;1;0;55;"No"
3.1974214343271554;0;53574;"Sales & Marketing";"region_2";"m";"sourcing";1;22;1;0;45;"Yes"
1.0;0;60865;"Sales & Marketing";"region_19";"m";"other";1;40;11;0;53;"No"
1.0;0;33890;"Sales & Marketing";"region_22";"m";"sourcing";1;30;2;0;49;"No"
3.1974214343271554;0;42520;"Sales & Marketing";"region_26";"m";"sourcing";1;26;1;0;50;"No"
5.0;0;12860;"Sales & Marketing";"region_16";"m";"other";1;25;2;0;49;"No"
1.0;0;29449;"Sales & Marketing";"region_7";"m";"other";2;25;4;0;52;"No"
3.1974214343271554;1;10033;"Technology";"region_2";"m";"other";3;22;1;0;75;"No"
4.0;0;4412;"Sales & Marketing";"region_7";"m";"other";1;23;2;0;50;"No"
3.1974214343271554;1;40219;"Operations";"region_2";"f";"other";1;24;1;0;61;"No"
2.0;0;28207;"Sales & Marketing";"region_16";"m";"sourcing";1;32;9;0;52;"No"
3.0;0;1351;"Analytics";"region_15";"m";"sourcing";1;33;9;0;83;"No"
5.0;0;22318;"Sales & Marketing";"region_26";"m";"other";1;26;2;0;50;"No"
2.0;0;25488;"Sales & Marketing";"region_28";"m";"sourcing";1;31;5;0;56;"No"
4.0;0;57331;"Sales & Marketing";"region_2";"m";"sourcing";1;24;2;0;47;"No"
3.1974214343271554;0;73737;"Analytics";"region_22";"m";"sourcing";1;28;1;0;85;"No"
3.0;0;34009;"Procurement";"region_26";"f";"sourcing";1;29;4;0;71;"No"
3.1974214343271554;0;25413;"Sales & Marketing";"region_16";"m";"sourcing";1;23;1;0;52;"No"
4.0;0;25570;"Sales & Marketing";"region_9";"m";"sourcing";1;28;5;0;48;"No"
3.0;0;72518;"Sales & Marketing";"region_26";"m";"other";1;36;7;0;51;"No"
5.0;0;72197;"Sales & Marketing";"region_23";"m";"other";1;40;10;0;52;"Yes"
3.1974214343271554;0;77574;"Sales & Marketing";"region_7";"m";"sourcing";1;27;1;0;48;"No"
3.0;0;74904;"Sales & Marketing";"region_7";"m";"sourcing";2;32;3;0;53;"No"
3.0;0;56597;"Operations";"region_2";"f";"other";1;47;4;1;55;"No"
3.0;0;77522;"Sales & Marketing";"region_31";"m";"sourcing";1;31;5;0;47;"No"
4.0;0;33993;"Sales & Marketing";"region_26";"m";"sourcing";1;24;2;0;84;"Yes"
3.1974214343271554;0;40973;"Sales & Marketing";"region_2";"m";"sourcing";2;25;1;0;48;"No"
3.0;0;6043;"Sales & Marketing";"region_7";"m";"other";1;34;5;0;47;"No"
3.1974214343271554;1;30026;"Finance";"region_2";"f";"other";2;22;1;0;57;"No"
2.0;0;46173;"Finance";"region_2";"m";"other";1;32;7;0;66;"No"
5.0;0;9370;"Sales & Marketing";"region_7";"m";"sourcing";1;40;5;0;48;"No"
1.0;0;55093;"Analytics";"region_29";"m";"other";1;29;5;0;85;"No"
1.0;0;56023;"Sales & Marketing";"region_6";"m";"other";1;23;1;0;50;"No"
4.0;0;78149;"Sales & Marketing";"region_2";"m";"sourcing";1;34;7;0;43;"No"
3.1974214343271554;1;41715;"Procurement";"region_22";"m";"sourcing";2;22;1;0;72;"No"
5.0;1;56230;"Operations";"region_7";"f";"other";2;25;4;0;60;"No"
3.1974214343271554;1;45135;"Technology";"region_7";"f";"other";1;25;1;0;81;"No"
3.0;0;41164;"Sales & Marketing";"region_2";"m";"other";1;26;3;0;53;"No"
1.0;0;24961;"Analytics";"region_22";"m";"sourcing";1;35;10;0;86;"No"
3.0;0;3575;"Operations";"region_2";"m";"other";1;33;5;0;60;"No"
3.0;0;26915;"Operations";"region_22";"m";"sourcing";1;29;5;0;59;"No"
3.0;0;3958;"HR";"region_2";"m";"sourcing";1;31;6;0;48;"No"
3.0;0;73698;"Operations";"region_2";"m";"other";2;38;9;0;59;"No"
3.1974214343271554;1;24267;"HR";"region_22";"m";"sourcing";1;21;1;0;50;"No"
3.0;0;31992;"Analytics";"region_28";"m";"other";2;34;6;0;87;"No"
4.0;0;35053;"Sales & Marketing";"region_2";"m";"other";1;39;8;0;51;"No"
1.0;0;54190;"Sales & Marketing";"region_2";"f";"other";4;32;8;0;51;"No"
3.1974214343271554;0;29411;"Analytics";"region_22";"m";"sourcing";1;27;1;0;84;"No"
2.0;0;57132;"Sales & Marketing";"region_2";"m";"other";1;36;3;0;47;"No"
5.0;0;62607;"Sales & Marketing";"region_23";"m";"sourcing";1;37;4;0;49;"No"
5.0;0;6962;"Sales & Marketing";"region_2";"f";"other";1;25;3;0;50;"No"
5.0;0;29825;"Sales & Marketing";"region_7";"m";"other";1;34;5;0;48;"No"
3.0;0;30878;"Sales & Marketing";"region_13";"m";"sourcing";1;32;5;0;47;"No"
3.1974214343271554;1;18350;"Operations";"region_2";"m";"sourcing";1;24;1;0;59;"No"
5.0;0;43833;"Sales & Marketing";"region_2";"f";"other";2;43;14;0;44;"No"
3.0;0;13961;"Sales & Marketing";"region_2";"m";"sourcing";2;28;2;0;53;"No"
3.0;0;65341;"Sales & Marketing";"region_22";"m";"other";1;29;4;0;50;"No"
1.0;0;37426;"Sales & Marketing";"region_22";"f";"sourcing";1;22;2;0;53;"No"
3.0;0;74938;"Operations";"region_15";"m";"sourcing";1;36;7;0;60;"No"
3.1974214343271554;0;6938;"Sales & Marketing";"region_2";"f";"sourcing";1;28;1;0;52;"No"
1.0;0;39721;"Sales & Marketing";"region_22";"m";"sourcing";1;22;2;0;49;"No"
1.0;0;47670;"Sales & Marketing";"region_2";"m";"sourcing";1;51;9;0;46;"No"
5.0;0;59267;"Analytics";"region_28";"m";"other";1;35;2;0;86;"Yes"
5.0;1;55565;"Legal";"region_13";"m";"other";1;26;2;0;66;"No"
5.0;0;39375;"Operations";"region_2";"f";"sourcing";1;36;9;0;56;"No"
3.1974214343271554;1;27942;"Finance";"region_2";"m";"sourcing";1;24;1;0;56;"No"
2.0;0;16185;"Sales & Marketing";"region_19";"m";"sourcing";1;42;7;0;50;"No"
4.0;0;8142;"Analytics";"region_32";"m";"sourcing";1;29;5;0;84;"No"
3.1974214343271554;0;27038;"Finance";"region_2";"m";"other";1;29;1;0;61;"No"
2.0;0;8094;"Analytics";"region_7";"m";"other";1;39;5;0;82;"No"
4.0;0;13731;"Procurement";"region_17";"f";"sourcing";1;31;4;0;64;"No"
3.1974214343271554;1;64920;"Finance";"region_2";"m";"sourcing";2;22;1;0;63;"No"
5.0;0;57391;"Sales & Marketing";"region_2";"m";"other";1;23;2;0;49;"No"
3.0;0;38366;"Analytics";"region_15";"m";"other";1;30;6;0;88;"No"
3.0;1;33003;"Legal";"region_2";"m";"sourcing";1;25;2;0;64;"No"
3.1974214343271554;1;6410;"Procurement";"region_2";"m";"sourcing";1;24;1;0;66;"No"
2.0;0;47041;"HR";"region_2";"m";"other";1;41;11;0;45;"No"
1.0;0;940;"Sales & Marketing";"region_2";"m";"other";1;32;7;1;48;"No"
3.0;0;16314;"Sales & Marketing";"region_22";"m";"sourcing";1;27;3;0;47;"No"
1.0;0;36249;"Operations";"region_32";"m";"other";1;28;2;0;58;"No"
3.1974214343271554;0;31958;"Analytics";"region_22";"m";"other";1;28;1;0;83;"No"
5.0;1;24057;"HR";"region_2";"m";"other";1;21;2;0;46;"No"
3.0;1;4425;"Technology";"region_2";"f";"other";2;20;2;0;83;"No"
3.0;1;56305;"Technology";"region_7";"m";"sourcing";1;23;2;0;76;"No"
3.0;0;74795;"Operations";"region_22";"m";"sourcing";1;26;5;0;60;"No"
3.0;0;53282;"Sales & Marketing";"region_7";"m";"other";1;37;5;0;47;"No"
3.0;0;33281;"Analytics";"region_22";"m";"sourcing";1;29;6;0;86;"Yes"
3.1974214343271554;0;55682;"Analytics";"region_22";"m";"other";2;26;1;1;82;"Yes"
3.1974214343271554;0;36583;"Sales & Marketing";"region_22";"m";"other";1;29;1;0;56;"No"
1.0;1;21977;"Legal";"region_2";"m";"other";1;29;4;0;55;"No"
3.1974214343271554;1;1627;"Operations";"region_5";"m";"sourcing";1;23;1;0;60;"No"
5.0;0;44032;"Sales & Marketing";"region_7";"m";"other";1;38;4;0;50;"No"
3.0;0;16237;"Sales & Marketing";"region_5";"m";"sourcing";1;22;2;0;45;"No"
3.0;0;56132;"Technology";"region_2";"f";"other";1;42;7;0;83;"No"
3.0;0;57091;"Sales & Marketing";"region_2";"f";"other";1;21;2;0;49;"No"
3.0;1;22379;"Procurement";"region_7";"m";"sourcing";1;25;3;0;68;"No"
3.0;0;53200;"Sales & Marketing";"region_22";"m";"sourcing";1;28;3;0;49;"No"
3.0;0;65329;"Analytics";"region_22";"m";"sourcing";1;29;3;0;86;"No"
5.0;0;18916;"Sales & Marketing";"region_2";"m";"other";3;26;2;0;52;"No"
1.0;0;1225;"Sales & Marketing";"region_25";"m";"other";1;32;8;0;47;"No"
3.1974214343271554;0;9752;"Sales & Marketing";"region_5";"m";"other";1;27;1;0;47;"No"
3.0;0;57854;"Technology";"region_2";"f";"other";1;50;16;0;82;"No"
5.0;1;23374;"HR";"region_2";"m";"sourcing";1;22;2;1;52;"Yes"
3.0;1;49492;"HR";"region_22";"m";"other";1;22;2;0;50;"No"
4.0;1;60117;"Operations";"region_2";"f";"other";1;22;2;0;58;"No"
5.0;0;56587;"Sales & Marketing";"region_2";"m";"sourcing";1;38;9;0;44;"No"
3.1974214343271554;0;5706;"Sales & Marketing";"region_15";"m";"other";1;30;1;0;48;"No"
3.1974214343271554;1;63898;"Technology";"region_2";"m";"other";1;23;1;0;82;"No"
3.1974214343271554;1;10798;"Technology";"region_26";"m";"sourcing";2;25;1;0;82;"No"
4.0;0;70659;"Sales & Marketing";"region_9";"m";"sourcing";1;35;8;0;50;"No"
3.1974214343271554;0;55758;"Sales & Marketing";"region_16";"m";"sourcing";1;21;1;0;52;"No"
1.0;0;12467;"Sales & Marketing";"region_29";"m";"sourcing";1;28;2;0;44;"No"
4.0;0;66136;"Sales & Marketing";"region_7";"m";"other";1;29;6;0;54;"No"
4.0;0;68542;"Sales & Marketing";"region_2";"m";"sourcing";1;51;15;0;53;"No"
4.0;0;31636;"Sales & Marketing";"region_22";"m";"sourcing";1;28;5;0;48;"No"
1.0;0;2598;"Sales & Marketing";"region_2";"f";"other";1;60;13;0;53;"No"
3.1974214343271554;0;17504;"Sales & Marketing";"region_2";"f";"sourcing";1;24;1;0;54;"No"
3.1974214343271554;1;77215;"Procurement";"region_16";"f";"sourcing";2;23;1;0;69;"No"
4.0;0;10060;"Analytics";"region_15";"m";"other";2;37;7;0;89;"No"
4.0;0;20638;"Sales & Marketing";"region_27";"m";"other";1;29;4;0;48;"No"
3.0;1;46508;"Legal";"region_2";"m";"other";1;24;2;0;59;"No"
5.0;0;47494;"Operations";"region_26";"m";"other";1;26;2;0;56;"No"
5.0;0;33023;"Technology";"region_26";"m";"sourcing";1;30;5;0;84;"No"
